otu	otu_total	otu_fraction_of_total	otu_fraction_cumulative	10n	10p	11n	11p	120n	120p	121n	121p	122n	122p	125n	125p	126n	126p	127n	13n	13p	140n	140p	141n	141p	142n	142p	155n	155p	156n	156p	157n	157p	15n	15p	165n	165p	166n	166p	167n	167p	1n	1p	2n	2p	3n	3p	5n	5p	7n	7p	9n	9p	tri01n	tri01p	tri02n	tri02p	tri03n	tri03p	Mothur_Taxo1	Mothur_Taxo2	Mothur_Taxo3	Mothur_Taxo4	Mothur_Taxo5	Mothur_Taxo6	Mothur_Taxo7	Mothur_Taxo8	Final_Taxo1	Final_Taxo2	Final_Taxo3	Final_Taxo4	Final_Taxo5	Final_Taxo6	Final_Taxo7	Final_Taxo8	BLAST_best_identity	BLAST_best_Accession	BLAST_best_Organism	BLAST_best_Description
Otu205	92	0.00003	0.99900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11	0	0	68	1	1	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia		Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae	Bacillariophyceae_X	Pseudo_nitzschia		0.984	AY256300	uncultured eukaryote	Uncultured eukaryote isolate D62 small subunit ribosomal RNA gene, partial sequence
Otu206	92	0.00003	0.99903	0	0	0	0	0	0	0	0	0	0	12	0	20	0	0	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	19	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae-Synurophyceae	Chrysophyceae-Synurophyceae_X	Clade-G	Clade-G_X	Clade-G_X_sp.	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_G	Chrysophyceae_Clade_G_X		0.997	JX291795	uncultured eukaryote	Uncultured eukaryote clone 7656BH979_SP6 18S ribosomal RNA gene, partial sequence
Otu207	91	0.00003	0.99906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros		Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Mediophyceae	Mediophyceae_X	Chaetoceros		0.960	AB847414	Chaetoceros cf. lorenzianus IT-Dia51	Chaetoceros cf. lorenzianus IT-Dia51 gene for 18S ribosomal RNA, partial sequence
Otu208	90	0.00003	0.99909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	15	0	0	0	0	0	0	0	0	0	1	0	0	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified		Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae			Chlorophyceae_X		0.867	AB701520	Chlamydomonas sp. NIES-2315	Chlamydomonas sp. NIES-2315 gene for 18S ribosomal RNA, partial sequence
Otu209	87	0.00003	0.99912	7	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus		Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_clade_B	0.983	AY425310	Ostreococcus sp. RCC143	Ostreococcus sp. RCC 143 small subunit ribosomal RNA gene, partial sequence
Otu210	81	0.00003	0.99915	3	3	0	0	5	0	0	0	4	3	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	12	24	0	1	0	5	0	0	1	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus		Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_clade_B	0.997	AY425310	Ostreococcus sp. RCC143	Ostreococcus sp. RCC 143 small subunit ribosomal RNA gene, partial sequence
Otu211	81	0.00003	0.99918	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	11	30	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	22	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_Clade-A.ABC.1-2	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_commoda	0.997	CP001575	Micromonas commoda	Micromonas sp. RCC299 chromosome 8, complete sequence
Otu212	79	0.00003	0.99920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Streptophyta	Klebsormidiophyceae	Klebsormidiophyceae_X	Klebsormidiophyceae_XX	Klebsormidium		Eukaryota	Archaeplastida	Streptophyta	Klebsormidiophyceae	Klebsormidiophyceae_X	Klebsormidiophyceae_XX	Klebsormidium		0.997	EF372518	Klebsormidium dissectum	Klebsormidium dissectum strain SAG 2155 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
Otu213	78	0.00003	0.99923	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Triparmaceae	Triparma	Triparma_pacifica	Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Triparmaceae	Triparma	Triparma_pacifica	1.000	AF123595	Bolidomonas pacifica	Bolidomonas pacifica 18S ribosomal RNA gene, partial sequence
Otu214	78	0.00003	0.99926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Lentinula	Lentinula_edodes	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Lentinula	Lentinula_edodes	1.000	FJ379277	Lentinula edodes	Lentinula edodes strain Cro4 18S ribosomal RNA gene, partial sequence
Otu215	75	0.00003	0.99928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Prasino-Clade-VII	Prasino-Clade-VII_X	Prasino-Clade-VII-B	Prasino-Clade-VII-B-1	Prasino-Clade-VII-B-1_sp.	Eukaryota	Archaeplastida	Chlorophyta	Prasino_Clade_VII	Prasino_Clade_VII_X	Prasino_Clade_VII_B	Prasino_Clade_VII_B_1_X		1.000	KF031720	uncultured eukaryote	Uncultured eukaryote clone CC02SE75.102 18S ribosomal RNA gene, partial sequence
Otu216	71	0.00002	0.99931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Gonyaulax	Gonyaulax_polygramma	Eukaryota	Alveolata	Dinophyta	Dinophyceae	Dinophyceae_X	Dinophyceae_X	Gonyaulax	Gonyaulax_polygramma	0.997	EU792964	uncultured dinoflagellate	Uncultured dinoflagellate clone PROSOPE.C3-5m.55 18S ribosomal RNA gene, partial sequence
Otu217	68	0.00002	0.99933	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	15	0	1	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae-Synurophyceae	Chrysophyceae-Synurophyceae_X	Clade-G	Clade-G_X	Clade-G_X_sp.	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_G	Chrysophyceae_Clade_G_X		0.995	KJ759278	uncultured eukaryote	Uncultured eukaryote clone SGYO1048 18S ribosomal RNA gene, partial sequence
Otu218	67	0.00002	0.99935	0	0	0	12	0	0	0	33	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus		Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_lucimarinus	0.997	KT860895	Ostreococcus 'lucimarinus'	Ostreococcus 'lucimarinus' strain RCC747 18S ribosomal RNA gene, partial sequence
Otu219	66	0.00002	0.99937	5	3	0	0	2	0	0	0	0	0	4	0	1	2	0	0	0	0	0	1	6	11	2	0	0	1	0	0	6	0	0	3	0	5	0	0	1	1	0	0	3	3	0	0	0	0	0	1	5	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	0.997	FO082268	Bathycoccus prasinos	Bathycoccus prasinos genomic : Chromosome_11
Otu220	63	0.00002	0.99940	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Prasinococcales	Prasinococcales_X	Prasinococcales-Clade-B	Prasinococcales-Clade-B_X		Eukaryota	Archaeplastida	Chlorophyta	Prasinococcales	Prasinococcales_X	Prasinococcales_Clade_B	Prasinococcales_Clade_B_X		0.960	EU143483	uncultured Prasinococcales	Uncultured marine Prasinococcales clone PROSOPE.CD-50m.137 18S ribosomal RNA gene, partial sequence
Otu221	63	0.00002	0.99942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified		Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae			Chlorophyceae_X		0.876	AB701520	Chlamydomonas sp. NIES-2315	Chlamydomonas sp. NIES-2315 gene for 18S ribosomal RNA, partial sequence
Otu222	61	0.00002	0.99944	4	3	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	9	20	0	0	0	0	0	3	4	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_tauri	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_clade_B	0.997	AY425310	Ostreococcus sp. RCC143	Ostreococcus sp. RCC 143 small subunit ribosomal RNA gene, partial sequence
Otu223	60	0.00002	0.99946	0	0	0	0	0	0	0	0	0	0	13	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Amoebozoa	Lobosa	Tubulinea	Echinamoebida	Vermamoebidae	Vermamoeba		Eukaryota	Amoebozoa	Lobosa	Tubulinea	Echinamoebida	Vermamoebidae	Vermamoeba		0.992	AB425953	Hartmannella sp. Mbc_3H	Hartmannella sp. Mbc_3H gene for 18S ribosomal RNA, partial sequence
Otu224	59	0.00002	0.99948	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Trametes	Trametes_versicolor	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Trametes		1.000	AB030933	basidiomycete INF1-A	Unidentified basidiomycete INF1-A gene for 18S rRNA, partial sequence
Otu225	57	0.00002	0.99950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified		Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae			Chlorophyceae_X		0.866	AB701520	Chlamydomonas sp. NIES-2315	Chlamydomonas sp. NIES-2315 gene for 18S ribosomal RNA, partial sequence
Otu226	56	0.00002	0.99952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Leptocylindrus	Leptocylindrus_convexus	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Coscinodiscophyceae	Coscinodiscophyceae_X	Leptocylindrus	Leptocylindrus_convexus	0.997	KC814811	Leptocylindrus convexus	Leptocylindrus convexus strain SZN-B768 18S ribosomal RNA gene, partial sequence
Otu227	55	0.00002	0.99954	0	3	0	0	5	0	0	0	4	0	3	0	0	1	1	0	0	0	0	0	7	9	0	0	0	2	1	0	6	0	1	4	0	1	0	0	0	2	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	1.000	KC583103	uncultured Chlorophyta	Uncultured Chlorophyta clone RS.12f.10m.144 18S ribosomal RNA gene, partial sequence
Otu228	48	0.00002	0.99955	0	2	0	0	1	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	14	18	0	0	0	0	0	0	1	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_tauri	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_clade_B	0.997	AY425310	Ostreococcus sp. RCC143	Ostreococcus sp. RCC 143 small subunit ribosomal RNA gene, partial sequence
Otu229	47	0.00002	0.99957	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-1	MOCH-1_X	MOCH-1_XX	MOCH-1_XX_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH_1	MOCH_1_X	MOCH_1_X		0.973	KT815126	uncultured eukaryote	Uncultured eukaryote clone 52c_21596 18S ribosomal RNA gene, partial sequence
Otu230	46	0.00002	0.99958	2	0	0	0	2	0	0	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	9	17	0	0	0	0	0	1	4	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_tauri	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_clade_B	0.997	AY425310	Ostreococcus sp. RCC143	Ostreococcus sp. RCC 143 small subunit ribosomal RNA gene, partial sequence
Otu231	43	0.00001	0.99960	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Yarrowia	Yarrowia_sp.	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Yarrowia	Yarrowia_sp.	0.997	FR856613	Candida deformans	Candida deformans genomic DNA containing 18S rRNA gene, strain WSYC 777
Otu232	43	0.00001	0.99961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia		Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyceae	Bacillariophyceae_X	Pseudo_nitzschia		0.997	KP709000	Pseudo-nitzschia kodamae	Pseudo-nitzschia kodamae voucher PnPd31 18S ribosomal RNA gene, partial sequence
Otu233	39	0.00001	0.99963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Bacillariophyta_X_unclassified	Bacillariophyta_X_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Bacillariophyta_X	Bacillariophyta_X		0.982	AB694531	uncultured diatom	Uncultured diatom gene for 18S rRNA, partial sequence, clone: PA9
Otu234	38	0.00001	0.99964	0	1	0	0	4	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	12	2	0	0	4	0	0	0	0	0	3	0	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	0.997	FO082268	Bathycoccus prasinos	Bathycoccus prasinos genomic : Chromosome_11
Otu235	37	0.00001	0.99965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_Clade-A.ABC.1-2	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_commoda	0.997	CP001575	Micromonas commoda	Micromonas sp. RCC299 chromosome 8, complete sequence
Otu236	37	0.00001	0.99966	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Cryptomonadales	Hemiselmis	Hemiselmis_andersenii	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Cryptomonadales	Hemiselmis		1.000	AM901350	Hemiselmis andersenii	Hemiselmis andersenii partial 18S rRNA gene, strain CCMP 441
Otu237	36	0.00001	0.99968	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	12	0	5	0	0	0	0	1	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus		Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_clade_B	0.994	AY425310	Ostreococcus sp. RCC143	Ostreococcus sp. RCC 143 small subunit ribosomal RNA gene, partial sequence
Otu238	34	0.00001	0.99969	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allapsidae_X	Allapsidae_X_sp.	Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Allapsidae	Allapsidae_X		1.000	KU820688	uncultured eukaryote	Uncultured eukaryote clone OTU_58 small subunit ribosomal RNA gene, partial sequence
Otu239	32	0.00001	0.99970	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Chelicerata	Arachnida	Demodex	Demodex_sp.	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Chelicerata	Arachnida	Demodex		0.995	EU861211	Demodex folliculorum	Demodex folliculorum 18S ribosomal RNA gene, partial sequence
Otu240	32	0.00001	0.99971	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Alveolata	Dinophyta	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X		Eukaryota	Alveolata	Dinophyta	Syndiniales	Syndiniales_Group_I	Syndiniales_Group_I_Clade_1	Syndiniales_Group_I_Clade_1_X		0.997	GU820261	uncultured dinoflagellate	Uncultured dinoflagellate clone AI3F14RJ1H09 18S ribosomal RNA gene, partial sequence
Otu241	30	0.00001	0.99972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Polar-centric-Mediophyceae_unclassified		Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Mediophyceae	Mediophyceae_X	Mediophyceae_X		0.987	HM347538	uncultured Lauderia	Uncultured Lauderia clone ECS_Sp01 18S ribosomal RNA gene, partial sequence
Otu242	29	0.00001	0.99973	0	2	0	0	3	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	2	6	0	0	0	2	1	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos	0.997	FO082268	Bathycoccus prasinos	Bathycoccus prasinos genomic : Chromosome_11
Otu243	28	0.00001	0.99974	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX	Pterocystida_XX_sp.	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_X		0.997	AY749516	uncultured eukaryote	Uncultured eukaryote clone H30.5 18S ribosomal RNA gene, partial sequence
Otu244	28	0.00001	0.99975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified		Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_X	Stramenopiles_X	Stramenopiles_X	Stramenopiles_X		0.997	HM561214	uncultured stramenopile	Uncultured stramenopile clone CFL119R04 18S ribosomal RNA gene, partial sequence
Otu245	27	0.00001	0.99976	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_tauri	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_clade_B	0.997	AY425310	Ostreococcus sp. RCC143	Ostreococcus sp. RCC 143 small subunit ribosomal RNA gene, partial sequence
Otu246	27	0.00001	0.99977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH-5	MOCH-5_X	MOCH-5_XX	MOCH-5_XX_sp.	Eukaryota	Stramenopiles	Stramenopiles_X	MOCH	MOCH_5	MOCH_5_X	MOCH_5_X		1.000	EU106739	Stramenopile sp. RCC853	Stramenopile sp. RCC853 18S ribosomal RNA gene, partial sequence
